"TIMESTAMP","doy","hour","REPS","CHAMBER","TEMP","CO2","Treatment","E","Et","Ew","Drymass","Ecumulative","CO2data","SR","Ld","SRd","SRu","Q","Ta","RH","WS","Tc","Tw","esat","e","qsat","q","vpd"
"2020/08/05 05:30:00",218,5,"R1","TGC1","LT","AMB","Control",0.150794166666671,0.07748405559356615,0.07331011107310485,119.8,0.0840299999999985,519.1181818181818,27.94455,445.6574983333333,NA,-15.334833333333334,37.140017766022495,23.441933333333335,82.27546666666667,0.1491,22.903852,23.990833333333335,28.96033152654009,23.827247911674654,18.212700741361132,14.955245607345459,0.5133083614865438
"2020/08/05 06:30:00",218,6,"R1","TGC1","LT","AMB","Control",0.21739250000000254,0.10527324829807432,0.11211925170192823,119.8,0.301588333333342,521.895,46.036,445.4812116666667,NA,-18.044,48.23769565291947,23.59065,81.87788333333333,0.1453375,23.06589616666667,23.9175,29.221160570099766,23.925667760232287,18.378564118453973,15.017582901106753,0.5295492809867479
"2020/08/05 07:30:00",218,7,"R1","TGC1","LT","AMB","Control",0.23246916666666095,0.12112511241993548,0.11134405424672547,119.8,0.5188150000000036,509.9533333333333,175.09666666666666,453.3799633333333,NA,-17.705882352941178,143.94257948459966,24.357466666666667,80.72626666666666,0.14233333333333334,23.883644833333335,24.029999999999998,30.598924991181473,24.701369785514462,19.255245088977027,15.509061944607431,0.5897555205667011
"2020/08/05 08:30:00",218,8,"R1","TGC1","LT","AMB","Control",0.3649249999999995,0.23753321792329593,0.12739178207670357,119.8,0.7665266666666639,496.135,210.455,460.36055,NA,NA,174.37899415946842,24.9496,79.18681666666667,0.14435,24.260042,24.281666666666666,31.70135822419156,25.103296417833825,19.957396561790368,15.763834119715195,0.6598061806357735
"2020/08/05 09:30:00",218,9,"R1","TGC1","LT","AMB","Control",0.5986041666666679,0.4110160649278879,0.18758810173878002,119.8,1.2486650000000026,469.765,374.58,473.627425,NA,-22.599090909090908,302.83598786163833,26.266183333333334,74.94883333333334,0.5275666666666666,25.191364,24.845,34.27773186820207,25.690760128345655,21.60062818658182,16.1363546719412,0.8586971739856413
"2020/08/05 10:30:00",218,10,"R1","TGC1","LT","AMB","Control",0.8555841666666666,0.6191838968953776,0.236400269771289,119.8,1.9637349999999998,431.57166666666666,640.81,494.321215,NA,NA,502.14674540697234,28.418316666666666,63.4186,2.5420458333333333,27.376016833333335,25.764166666666668,38.88372624513806,24.659514812499125,24.546462826104584,15.482535519054041,1.4224211432638931
"2020/08/05 11:30:00",218,11,"R1","TGC1","LT","AMB","Control",1.0279233333333337,0.7446260553074643,0.28329727802586946,119.8,2.9598333333333358,422.98,697.9216666666666,505.92843,NA,-22.71076923076923,551.7547727481907,29.46998333333333,59.36666666666667,2.5398666666666667,28.198752166666665,26.664166666666667,41.32453703365867,24.533000152315367,26.111745119090497,15.402359475764104,1.6791536881343305
"2020/08/05 12:30:00",218,12,"R1","TGC1","LT","AMB","Control",0.978299166666666,0.7192262739977466,0.2590728926689195,119.8,4.019581666666667,430.02166666666665,425.8616666666667,498.2044783333333,NA,-20.394000000000002,352.89159634436857,28.945166666666665,61.69005,2.5523708333333333,27.397886666666665,27.171666666666667,40.090294955482605,24.731723003184698,25.31986401092092,15.528299432888502,1.5358571952297908
"2020/08/05 13:30:00",218,13,"R1","TGC1","LT","AMB","Control",0.8375808333333339,0.6440063443325152,0.1935744890008186,119.8,4.916431666666668,434.41,335.29333333333335,494.65547833333335,NA,-22.888333333333335,282.93516122434926,29.05485,61.7364,2.5748375,27.339879833333335,27.295833333333334,40.34555242730786,24.90789162873249,25.483573881155156,15.639961695101716,1.543766079857537
"2020/08/05 14:30:00",218,14,"R1","TGC1","LT","AMB","Control",0.7156216666666708,0.5246157232678538,0.19100594339881702,119.8,5.694743333333335,454.36,135.73166666666665,482.17872666666665,NA,-25.9,124.98228148153079,28.697633333333332,60.228683333333336,2.59535,26.908221666666666,27.088333333333335,39.51939928349358,23.80201384969095,24.953835050171826,14.939263577650795,1.5717385433802626
"2020/08/05 15:30:00",218,15,"R1","TGC1","LT","AMB","Control",0.5712183333333343,0.40069431138231315,0.1705240219510211,119.8,6.3476750000000095,459.91,128.54833333333335,477.75270333333333,NA,-22.882241379310344,115.9467211519356,28.292933333333334,60.04986666666667,2.599525,26.719737,26.826666666666668,38.6012896632668,23.180022974405492,24.36552657370019,14.545421985652558,1.5421266688861306
"2020/08/05 16:30:00",218,16,"R1","TGC1","LT","AMB","Control",0.4895049999999941,0.3520886987161077,0.13741630128388635,119.8,6.837180000000004,460.4033333333333,132.41516666666666,477.1783316666667,NA,-21.018103448275863,121.371139328457,27.899783333333332,64.34433333333334,0.21582083333333332,26.46018,26.823333333333334,37.72725556978178,24.275351081338957,23.805845812981836,15.23910364807472,1.3451904488442825
"2020/08/06 05:30:00",219,5,"R1","TGC2","LT","AMB","Control",0.15540333333333223,0.09694145258393562,0.05846188074939661,140.7,0.10643333333332805,488.30333333333334,19.905283333333333,439.0383766666667,0.027466666666666667,0.1363,22.5771563851267,23.13495,80.07773333333333,0.16711666666666666,NA,24.5475,28.428355919825986,22.764783044529132,17.874515469265244,14.282598066799617,0.5663572875296854
"2020/08/06 06:30:00",219,6,"R1","TGC2","LT","AMB","Control",0.17324500000000143,0.10171675997584416,0.07152824002415727,140.7,0.31080666666666446,490.315,50.66016666666667,442.1392216666667,0.06606666666666666,0.3420666666666667,37.34201081345232,23.5242,79.69161666666666,0.1559125,NA,24.366666666666667,29.104363401868525,23.193737715490688,18.304287730609502,14.55410407850858,0.5910625686377838
"2020/08/06 07:30:00",219,7,"R1","TGC2","LT","AMB","Control",0.23319583333333327,0.17271949876614662,0.06047633456718664,140.7,0.4529233333333309,477.005,155.26666666666665,450.010145,0.19558333333333333,1.0308833333333334,93.5765606648788,24.509233333333334,77.32931666666667,0.14139583333333333,NA,24.344166666666666,30.87824055727223,23.87793242162814,19.433088144268314,14.987347644715411,0.7000308135644087
"2020/08/06 08:30:00",219,8,"R1","TGC2","LT","AMB","Control",0.3386874999999989,0.26853721307001194,0.070150286929987,140.7,0.777198333333331,475.20166666666665,158.01333333333332,458.699225,0.20225,1.0551333333333333,52.89049042619541,25.552616666666665,75.5455,0.145925,NA,24.530833333333334,32.85957204258306,24.823927997429585,20.695713576576203,15.586740533545113,0.8035644045153476
